"","QKEY","Device_Type_W63.5","LANG_W63.5","COVIDFOL_W63.5","COVIDCOVER1_W63.5","COVIDCOVER2_W63.5","COVIDCONF_a_W63.5","COVIDCONF_b_W63.5","COVIDCONF_c_W63.5","COVIDCONF_d_W63.5","COVIDTONE_a_W63.5","COVIDTONE_b_W63.5","COVIDTONE_c_W63.5","COVIDTONE_d_W63.5","COVIDNEWS1_W63.5","COVIDTHREAT_a_W63.5","COVIDTHREAT_b_W63.5","COVIDTHREAT_c_W63.5","COVIDTHREAT_d_W63.5","COVIDTHREAT_e_W63.5","COVIDMISINFO_W63.5","COVIDVACC_W63.5","COVIDCREATE_W63.5","COVIDWORK_W63.5","INSURANCE_W63.5","GROUP_TRUST_a_W57","NEWS_MOST_W57","TALKPOL_W57","FOLELECT_W57","CR_PARTYNEWSUSE_W57","CR_NEWS_INFLU_W57","CR_DIG_SAV_W57","CR_MAINSOPOL_GROUPS_W57","CR_KNOWLEDGE_INDEX_W57","F_METRO","F_CREGION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","WEIGHT_W63.5"
"7234",201801183854,1,1,1,1,1,3,2,1,2,3,5,3,3,1,1,1,1,2,1,2,3,3,1,1,1,5,4,1,5,2,2,5,3,1,4,3,1,1,5,2,1,1,1,1,2,12,NA,5,2,NA,2,6,2,1,4,1,2,0.418447651248307
"7235",201801183856,1,1,1,2,2,1,1,2,2,2,3,4,3,2,2,3,2,3,2,2,2,1,4,1,2,4,3,2,2,2,2,4,2,1,4,4,2,3,2,2,1,1,1,1,5,1,2,5,1,NA,1,2,3,1,1,1,2,2.98053750879643
"7236",201801183916,1,1,2,2,1,4,4,2,2,2,5,3,4,3,2,2,1,2,2,4,3,3,1,1,1,2,3,3,4,3,2,7,2,1,4,3,2,1,6,2,1,1,1,1,3,12,NA,6,2,NA,2,6,2,2,4,1,1,0.615289100250721
"7237",201801183930,1,1,1,2,2,4,4,2,2,3,5,3,3,1,2,2,1,3,2,4,5,3,1,1,1,7,1,2,5,99,2,98,3,1,4,4,1,1,6,2,1,1,1,1,3,12,NA,5,2,NA,2,8,1,1,3,1,1,0.189308575697641
"7238",201801183945,2,1,2,3,3,1,1,3,1,4,3,4,3,2,2,2,1,3,2,3,5,1,3,1,3,2,3,3,2,3,2,4,2,1,4,4,1,1,5,2,1,1,1,1,1,3,2,2,1,NA,1,7,1,1,2,1,1,0.287185005972092
"7239",201801183972,2,1,2,1,1,1,1,2,2,2,3,1,2,1,2,2,2,2,2,3,3,3,2,1,3,4,1,1,2,2,1,4,3,1,4,4,1,1,5,2,1,1,1,1,1,1,1,1,1,NA,1,8,1,1,2,1,1,0.287185005972092
"7240",201801184013,1,1,1,2,2,4,4,1,1,3,5,4,3,1,1,2,1,2,1,3,3,3,1,1,2,2,2,2,4,2,1,7,3,1,4,2,2,1,5,2,1,1,1,1,2,9,NA,6,2,NA,2,4,2,1,4,1,1,0.317394658843471
"7241",201801184027,1,1,1,1,1,4,3,1,2,3,5,3,3,1,1,1,1,1,1,1,3,3,4,1,2,7,2,1,5,1,1,98,3,2,4,4,2,3,2,2,1,1,1,1,1,12,NA,5,2,NA,2,99,99,1,4,1,1,0.916185373966501
"7242",201801184093,2,1,2,4,4,1,3,4,2,1,4,5,4,2,2,2,1,1,1,2,3,3,1,1,2,7,1,2,2,2,1,98,3,1,3,2,1,1,6,2,1,1,1,1,1,1,1,2,3,1,1,8,1,3,1,1,1,0.668339689860414
"7243",201801184097,2,1,99,3,1,1,1,2,1,1,3,1,3,2,2,3,2,3,3,2,2,5,2,1,3,6,1,1,1,1,1,98,3,1,4,3,1,2,3,2,1,1,1,1,1,1,1,2,1,NA,1,7,1,1,1,1,1,0.446380449750126
"7244",201801184119,2,1,1,4,1,1,1,2,1,1,3,1,3,3,2,3,1,3,3,1,2,5,1,1,2,4,2,2,1,2,1,4,2,1,4,2,2,1,5,2,1,1,1,1,1,2,2,4,1,NA,1,9,1,1,2,1,1,0.555576426362097
"7245",201801184222,2,1,2,2,2,4,3,2,1,3,2,4,3,1,1,2,1,3,2,3,5,5,5,1,2,6,3,3,6,3,1,98,1,1,4,2,2,2,3,2,3,4,1,1,1,2,2,5,2,NA,2,6,2,1,3,1,1,0.437841240016835
"7246",201801184346,2,1,1,1,1,3,2,1,1,3,2,3,3,1,1,1,1,1,1,3,2,3,3,1,2,3,2,1,5,2,1,3,1,1,4,3,2,3,2,1,1,3,1,1,1,2,1,5,2,NA,2,6,2,1,2,1,1,0.412512005610709
"7247",201801184381,3,1,1,1,1,4,3,2,4,3,5,3,3,1,1,1,1,1,1,2,3,5,4,1,1,5,1,1,4,2,1,5,3,1,4,4,1,1,5,2,3,4,1,1,1,1,2,6,2,NA,2,8,1,1,3,1,2,0.636027633836263
"7248",201801184436,1,1,1,2,1,4,4,2,2,3,5,3,3,2,1,1,1,1,1,2,5,3,1,1,1,7,1,1,5,2,1,98,3,1,4,3,1,1,6,2,1,1,1,1,1,9,NA,6,2,NA,2,9,1,1,5,1,1,0.320629134058585
"7249",201801184464,2,1,2,2,1,3,4,3,1,1,5,2,2,1,1,1,1,1,1,4,3,3,3,1,2,7,4,4,6,3,1,98,1,1,4,1,2,2,4,2,3,4,1,1,6,7,NA,4,3,2,2,6,2,2,4,1,1,2.74557157222399
"7250",201801184499,1,1,1,2,2,3,2,2,2,2,1,1,3,2,1,1,1,2,2,4,5,3,1,1,99,4,4,99,7,99,2,98,1,1,4,4,1,1,5,2,3,4,1,1,1,12,NA,6,1,NA,1,9,1,1,2,1,2,1.02652371224951
"7251",201801184535,2,1,2,2,2,4,4,3,2,99,5,99,2,1,99,3,99,99,99,3,99,1,2,1,2,7,2,1,7,1,1,99,1,1,4,3,1,1,5,2,3,4,2,6,3,12,NA,6,2,NA,2,8,1,NA,3,1,1,1.22099808868167
"7252",201801184540,1,1,2,3,3,1,1,2,1,1,3,1,3,3,2,3,2,2,2,1,5,5,4,1,4,3,4,3,7,3,2,98,3,1,4,4,1,1,6,2,3,4,1,1,3,2,2,2,3,1,1,4,2,1,2,1,2,0.906908837106378
"7253",201801184553,2,1,2,2,2,4,3,3,2,3,5,4,4,1,1,2,2,2,2,3,2,3,3,1,1,5,2,2,4,1,1,3,3,1,4,2,1,2,3,1,1,3,1,1,2,10,NA,6,2,NA,2,6,2,1,4,1,1,0.288238531054403
"7254",201801184555,2,1,1,2,1,4,4,2,2,3,5,3,3,1,1,1,1,1,2,2,5,5,3,1,2,6,3,2,4,2,1,3,1,1,4,1,2,2,3,2,5,4,1,1,6,1,2,4,2,NA,2,5,2,1,3,1,2,2.65913639606218
"7255",201801184572,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,3,1,1,2,3,3,2,1,1,2,6,3,3,7,3,1,99,1,1,4,2,2,1,5,2,1,1,1,1,1,1,1,1,3,1,1,6,2,1,3,1,1,0.441710244678082
"7256",201801184588,2,1,1,2,2,1,1,1,1,3,3,2,3,1,1,2,2,3,2,2,3,1,2,1,2,7,4,3,2,3,1,98,2,1,4,3,1,1,5,2,3,4,1,6,1,2,2,2,3,1,1,5,2,1,3,2,1,1.06748306108397
"7257",201801184609,1,1,1,1,1,4,4,2,2,3,5,3,3,1,1,1,1,2,1,4,3,3,1,1,1,7,3,2,5,1,1,3,3,1,4,2,1,1,6,2,1,1,1,1,2,12,NA,6,2,NA,2,6,2,1,5,1,2,0.741405351244512
"7258",201801184628,1,1,1,1,1,1,1,2,1,3,3,99,3,1,2,2,2,3,2,3,3,3,4,1,2,5,4,1,1,2,2,4,2,1,4,4,2,2,3,2,1,1,1,1,5,1,99,5,1,NA,1,7,1,1,1,1,1,0.584285457493703
"7259",201801184638,1,1,1,2,2,1,1,2,1,2,3,2,3,1,2,2,1,2,2,4,2,3,1,1,3,1,4,4,1,3,3,4,3,1,4,4,1,2,3,2,1,1,1,1,1,3,2,2,1,NA,1,9,1,1,2,1,1,0.439344915672874
"7260",201801184669,1,1,2,4,3,1,2,4,2,1,3,1,3,2,3,3,3,3,2,2,2,3,2,1,2,5,1,2,2,2,2,4,3,1,4,4,1,1,6,2,1,1,1,1,1,3,2,2,3,1,1,5,2,1,2,1,1,0.255975292289027
"7261",201801184699,1,1,2,3,3,3,3,4,3,4,4,5,5,1,1,2,1,1,1,2,3,3,2,1,2,2,2,2,3,2,2,7,2,1,4,4,2,1,5,2,1,1,1,1,3,12,NA,5,3,2,2,8,1,1,3,1,1,0.441581461129062
"7262",201801184766,2,1,2,1,1,3,3,2,1,2,4,2,3,1,2,1,1,2,2,4,3,3,1,1,1,7,2,2,5,2,2,98,1,1,4,2,2,2,4,2,1,1,1,1,2,9,NA,6,2,NA,2,3,3,1,4,1,2,1.13382205402696
"7263",201801184820,2,1,1,1,1,4,1,1,1,3,5,3,4,1,2,3,1,3,2,3,3,3,1,1,1,7,1,1,4,1,1,98,3,1,4,3,2,1,6,2,1,1,1,1,1,12,NA,5,2,NA,2,9,1,1,4,1,2,0.848501902272927
"7264",201801184905,1,1,1,2,2,3,2,3,2,1,4,2,2,1,2,2,1,1,2,3,3,3,3,1,3,7,4,2,1,2,1,4,2,1,4,3,1,1,6,2,1,1,1,1,1,1,1,2,1,NA,1,5,2,1,1,1,1,0.291498362888434
"7265",201801184913,1,1,1,2,2,4,4,2,3,3,4,3,3,1,1,1,1,2,1,2,3,3,4,1,2,2,2,2,4,2,3,7,3,1,4,4,1,1,6,2,1,1,1,1,1,1,2,2,2,NA,2,6,2,1,4,1,1,0.189308575697641
"7266",201801184933,3,1,1,2,1,4,3,1,2,3,4,3,3,1,2,1,1,1,2,4,3,3,4,1,1,2,1,2,5,2,1,7,3,1,4,4,2,1,6,2,1,1,1,1,1,11,NA,2,2,NA,2,7,1,1,4,1,1,0.317007737119546
"7267",201801184941,1,1,1,1,1,4,4,2,1,2,4,3,3,1,1,1,1,1,1,4,3,3,4,1,2,2,3,3,5,3,1,98,3,1,4,4,1,1,5,2,1,1,1,1,1,11,NA,3,4,99,9,6,2,1,2,1,1,0.255975292289027
"7268",201801184981,2,1,1,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1,5,3,3,2,2,7,1,2,2,1,2,98,1,1,4,2,2,2,3,2,1,1,1,1,1,12,NA,6,4,1,1,4,2,1,3,2,1,1.49791859771508
"7269",201801185024,1,1,1,1,1,4,3,2,2,3,5,3,3,1,2,2,1,2,2,4,3,3,2,1,2,7,2,2,5,1,1,98,3,1,4,3,1,2,4,2,1,1,1,1,3,12,NA,6,3,2,2,7,1,1,3,1,2,0.643913057226357
"7270",201801185038,1,1,1,2,2,4,4,2,1,2,5,3,3,1,2,2,1,2,2,3,3,3,1,1,2,2,2,1,5,1,1,3,3,1,4,2,1,1,5,2,4,4,1,1,2,12,NA,6,2,NA,2,8,1,1,5,1,1,0.610887208564591
"7271",201801185042,2,1,2,2,2,4,4,2,2,2,4,3,3,1,2,3,2,2,2,3,4,3,1,1,2,7,2,1,5,2,1,99,3,1,4,2,1,1,5,2,1,1,1,1,1,12,NA,6,2,NA,2,5,2,1,5,1,1,0.327274862594587
"7272",201801185045,1,1,1,1,1,4,4,3,4,2,5,3,4,1,1,1,1,1,1,2,3,3,1,1,1,4,1,1,5,1,1,3,3,1,4,3,1,1,6,2,1,1,1,1,1,2,2,3,2,NA,2,9,1,1,3,1,1,0.320629134058585
"7273",201801185053,1,1,1,2,1,4,4,3,1,4,5,4,4,1,1,2,1,2,1,3,3,5,2,1,2,7,2,1,4,1,1,98,3,1,4,2,1,1,5,2,1,1,1,1,6,9,NA,6,2,NA,2,6,2,1,4,1,2,0.758525813369407
"7274",201801185067,1,1,1,1,1,4,3,2,2,3,4,3,3,1,1,2,1,1,2,4,3,3,1,1,1,5,3,2,5,2,2,3,3,1,4,3,1,1,5,2,1,1,1,1,6,9,NA,6,2,NA,2,6,2,1,5,1,2,0.418447651248307
"7275",201801185073,2,1,1,99,2,4,4,3,2,2,5,5,3,2,3,3,1,3,3,1,2,3,1,1,2,7,3,3,5,3,1,8,2,1,4,2,1,2,3,1,1,3,1,1,1,10,NA,6,2,NA,2,9,1,1,3,1,2,0.654296099168305
"7276",201801185074,2,1,2,3,2,4,4,2,2,3,5,4,4,2,2,2,2,2,2,2,2,5,4,2,2,7,3,3,5,3,2,9,2,1,4,3,2,1,6,2,99,99,1,1,6,11,NA,4,4,2,2,6,2,1,4,1,2,1.37224844944022
"7277",201801185095,2,1,1,2,2,3,3,3,3,2,4,3,4,1,1,2,1,2,1,2,3,3,2,1,2,6,3,2,4,2,1,98,3,1,4,2,2,1,6,2,1,1,1,1,2,1,2,5,2,NA,2,6,2,2,3,1,1,0.532520097253194
"7278",201801185107,1,1,1,1,1,4,4,1,2,2,5,3,3,1,2,2,1,2,2,4,3,3,4,1,2,4,2,1,5,2,1,9,3,1,4,4,1,1,6,2,1,1,1,1,1,5,NA,5,2,NA,2,7,1,1,3,1,1,0.189308575697641
"7279",201801185109,1,1,1,1,1,4,3,2,2,2,5,3,4,1,2,2,2,2,2,2,3,3,2,1,2,5,1,1,4,2,1,3,3,1,4,3,2,1,5,2,1,1,1,1,1,12,NA,5,2,NA,2,9,1,1,4,1,1,0.232603241984903
"7280",201801185122,1,1,1,2,2,4,4,1,3,3,5,3,4,1,1,2,1,2,2,3,3,3,4,1,2,4,2,2,4,1,2,98,2,1,4,4,2,1,5,2,1,1,1,1,6,12,NA,6,2,NA,2,3,3,1,4,1,2,0.731697566812459
"7281",201801185148,1,1,1,2,2,4,4,2,1,2,5,3,3,1,1,2,2,2,2,3,3,3,1,1,2,7,3,3,4,3,2,98,2,1,4,3,2,1,5,2,1,1,1,1,2,10,NA,5,2,NA,2,9,1,1,4,1,1,0.363641650755487
"7282",201801185189,2,1,1,1,1,3,2,1,1,2,4,3,3,1,1,2,1,3,1,2,3,3,1,1,1,4,1,2,4,2,2,98,3,1,4,3,2,1,6,2,1,1,1,1,1,10,NA,6,2,NA,2,9,1,1,4,1,1,0.232603241984903
"7283",201801185202,2,1,3,2,2,3,2,3,3,1,2,2,2,2,1,2,2,99,2,2,5,1,3,1,3,6,4,3,5,3,1,98,1,1,4,1,1,2,3,2,1,1,1,1,6,12,NA,6,2,NA,2,3,3,1,3,1,2,1.96680573459646
"7284",201801185209,1,1,1,1,1,4,4,2,2,3,4,3,4,1,2,2,1,2,1,2,3,3,1,1,1,7,1,1,4,2,1,9,3,1,4,3,1,1,5,2,1,1,1,1,1,9,NA,6,2,NA,2,9,1,1,5,1,1,0.320629134058585
"7285",201801185253,2,1,3,2,2,3,3,2,1,1,4,1,2,1,2,2,2,2,2,2,2,3,1,1,2,7,3,3,3,3,1,98,3,1,4,2,1,1,5,2,1,1,1,1,6,12,NA,6,3,1,1,7,1,3,2,1,2,2.35110619193664
"7286",201801185258,1,1,3,3,3,3,3,2,2,2,4,3,3,1,2,3,1,2,2,3,5,3,4,1,2,2,2,2,5,1,1,7,2,1,4,1,1,2,3,2,1,1,1,1,1,9,NA,6,2,NA,2,4,2,1,4,1,1,0.807979570101535
"7287",201801185276,1,1,2,2,2,2,2,3,1,1,3,2,3,1,2,2,2,2,2,1,3,3,4,1,3,4,3,1,3,2,2,3,2,1,4,4,1,1,6,2,1,1,1,1,3,1,2,2,3,99,9,6,2,1,2,1,1,0.255975292289027
"7288",201801185286,1,1,1,1,1,4,3,3,1,3,5,3,3,1,1,1,1,2,2,3,3,5,4,1,1,3,4,2,3,2,2,3,2,1,4,4,2,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,6,2,1,3,1,2,1.18490899530126
"7289",201801185296,2,1,1,1,1,4,4,2,2,3,4,4,3,1,1,2,1,2,1,4,3,3,3,1,1,4,1,1,6,1,2,2,2,1,4,3,2,1,5,2,1,1,1,1,3,12,NA,6,2,NA,2,99,99,1,4,1,1,0.232603241984903
"7290",201801185319,1,1,1,2,1,4,2,2,1,2,5,3,3,1,2,2,1,2,2,4,3,3,2,1,2,7,2,1,5,2,1,7,2,1,4,4,1,1,6,2,1,1,1,1,1,9,NA,5,2,NA,2,9,1,1,5,1,1,0.189308575697641
"7291",201801185321,2,1,1,1,1,4,4,3,3,3,5,3,4,1,1,2,1,1,1,2,5,3,3,1,1,3,4,2,5,2,1,3,2,1,4,4,2,2,3,1,1,3,1,1,3,2,2,5,3,2,2,6,2,1,3,1,2,0.709904816182732
"7292",201801185409,2,1,2,2,1,4,4,2,1,2,5,3,3,1,1,2,1,3,2,4,3,5,4,1,2,2,2,2,5,2,1,7,3,1,4,2,2,2,4,2,1,1,1,1,1,9,NA,6,2,NA,2,7,1,1,5,1,1,0.388927795184189
"7293",201801185413,2,1,1,4,2,4,4,2,2,4,5,3,3,1,1,3,1,3,1,2,2,5,3,1,1,6,1,1,5,2,1,7,2,1,4,2,2,2,4,1,1,3,1,1,1,9,NA,6,2,NA,2,3,3,1,5,1,1,0.289689357863127
"7294",201801185425,2,1,1,2,1,4,4,2,3,3,5,3,3,1,2,2,1,2,1,4,3,3,1,1,2,7,3,1,4,1,1,7,2,1,4,2,2,1,5,2,1,1,1,1,1,1,2,4,2,NA,2,9,1,1,4,1,1,0.363641650755487
"7295",201801185448,1,1,2,1,1,4,4,2,3,3,5,3,4,1,1,1,1,2,1,3,3,3,4,1,2,2,3,1,5,2,2,7,3,1,4,4,1,1,6,2,1,1,1,6,3,9,NA,6,3,2,2,6,2,1,4,1,2,0.405891760766357
"7296",201801185490,1,1,3,3,3,2,1,2,2,2,3,2,3,3,2,3,2,3,2,2,5,3,4,1,3,3,2,2,2,2,1,4,3,1,4,4,1,1,5,2,1,1,1,1,1,1,1,1,3,1,1,5,2,1,1,1,1,0.255975292289027
"7297",201801185495,1,1,1,2,2,4,3,2,2,2,5,3,3,1,2,2,1,2,2,3,3,3,2,1,2,4,3,1,5,1,2,6,3,1,4,3,2,1,6,2,1,1,1,1,3,1,1,5,2,NA,2,4,2,1,4,1,2,0.521439292542341
"7298",201801185508,2,1,3,2,2,3,2,2,1,1,2,2,3,2,1,3,2,3,3,4,5,5,3,1,2,6,3,4,7,3,2,3,1,1,4,1,2,3,1,2,1,1,1,1,1,9,NA,6,4,2,2,3,3,3,4,1,2,5.33594487015217
"7299",201801185622,1,1,1,2,2,1,1,1,1,2,3,2,3,1,2,2,1,2,2,4,3,3,4,1,3,4,2,2,2,2,1,4,2,1,4,3,2,2,3,2,1,1,1,1,1,1,1,5,4,1,1,8,1,1,3,1,1,0.564882541479022
"7300",201801185678,2,1,1,2,2,2,1,1,1,3,4,2,3,1,2,2,1,2,1,4,3,3,2,1,2,7,3,1,5,1,1,9,3,1,4,3,1,1,5,2,1,1,1,1,3,10,NA,6,2,NA,2,6,2,1,3,1,2,0.418447651248307
"7301",201801185686,2,1,3,4,4,2,2,3,2,1,3,1,3,1,3,3,2,3,3,1,3,5,1,1,4,6,3,3,7,3,1,99,2,1,4,1,2,2,4,2,1,1,1,1,2,3,2,4,1,NA,1,2,3,1,2,1,2,4.02521393478459
"7302",201801185722,2,1,2,1,1,4,4,2,2,2,5,2,3,1,2,1,2,3,2,4,3,5,4,1,1,4,2,2,5,2,1,1,1,1,4,3,2,2,3,2,1,1,1,1,5,12,NA,6,2,NA,2,2,3,1,4,1,1,0.269222928258852
"7303",201801185751,1,1,1,3,2,4,3,1,1,2,5,2,3,1,2,3,1,3,2,4,3,3,1,1,1,7,2,1,4,2,1,98,3,1,4,2,1,1,6,2,1,1,1,1,1,1,2,4,3,2,2,6,2,1,4,1,1,0.456869216240114
"7304",201801185791,1,1,1,3,3,4,4,3,2,4,4,3,3,3,1,2,1,3,2,2,3,5,4,1,3,7,1,1,4,2,2,98,2,2,4,3,1,2,3,2,1,1,1,1,2,9,NA,6,3,2,2,6,2,1,3,1,2,1.1468779264567
"7305",201801185818,2,1,2,2,2,99,99,99,99,99,99,99,99,2,2,2,99,2,2,2,99,1,3,99,2,3,4,3,7,3,2,99,1,1,4,2,2,2,3,2,1,1,1,1,2,10,NA,6,3,99,9,6,2,1,3,1,2,1.63222925905555
"7306",201801185852,2,1,1,3,3,4,3,4,3,1,5,4,4,1,2,2,1,1,1,2,5,5,4,1,3,1,1,3,5,3,2,98,1,2,4,3,2,1,6,2,4,4,1,1,6,1,2,5,2,NA,2,3,3,3,4,1,1,0.719426381349054
"7307",201801185868,3,1,1,2,2,3,3,2,2,3,4,3,3,1,1,2,1,2,2,2,3,3,2,1,2,7,2,2,5,2,3,3,2,2,4,3,2,2,3,2,1,1,1,1,3,12,NA,6,2,NA,2,4,2,1,3,1,1,0.322808360411345
"7308",201801185908,1,1,1,3,1,4,2,4,4,2,5,2,3,2,2,1,1,1,1,1,3,5,4,1,3,2,2,2,7,2,1,98,2,1,4,3,1,1,5,2,1,1,1,1,3,9,NA,6,4,1,1,8,1,1,2,1,1,0.447054011904992
"7309",201801185987,1,1,1,3,3,4,3,2,2,1,5,3,3,1,1,1,1,1,1,3,3,3,1,1,2,7,1,2,5,2,1,98,3,1,4,3,1,1,6,2,1,1,1,1,2,12,NA,5,4,2,2,6,2,1,3,1,1,0.189381452484446
"7310",201801185994,2,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,3,2,3,3,1,4,1,4,4,1,1,1,2,2,4,2,1,4,4,2,3,2,2,1,1,1,1,1,1,2,5,1,NA,1,4,2,1,2,1,2,2.98053750879643
"7311",201801186033,1,1,1,2,1,4,4,2,1,3,4,3,3,1,1,1,1,1,1,3,3,3,2,1,2,2,1,1,5,2,2,7,3,1,4,3,1,2,4,2,1,1,1,1,1,2,2,5,2,NA,2,9,1,1,4,1,2,0.653676850813965
"7312",201801186066,2,1,2,2,2,2,2,2,2,3,3,99,3,1,1,2,1,2,2,3,2,5,3,1,2,6,4,2,3,1,2,2,1,2,4,3,2,3,2,2,1,1,1,1,3,1,1,1,1,NA,1,2,3,1,2,1,1,1.0502329863586
"7313",201801186075,1,1,1,1,1,4,4,1,1,3,5,3,3,1,2,3,2,3,3,2,3,3,3,1,1,4,3,1,5,2,1,98,3,2,4,3,2,1,6,2,1,1,1,1,1,9,NA,6,2,NA,2,9,1,1,5,1,1,0.277610540445058
"7314",201801186113,3,1,2,2,2,4,4,1,1,3,5,3,3,2,1,1,1,3,1,4,5,2,4,1,2,4,4,3,5,3,1,4,2,1,4,4,1,3,2,2,1,1,1,1,1,2,2,6,2,NA,2,3,3,1,3,2,2,5.32302177274422
"7315",201801186171,2,1,1,1,1,4,3,1,3,3,5,3,4,1,1,1,1,2,1,1,3,3,4,1,1,5,2,1,5,2,1,3,3,1,4,4,1,2,3,2,1,1,1,1,1,12,NA,6,3,2,2,6,2,1,3,1,1,0.389926248353622
"7316",201801186217,2,1,3,4,4,1,3,4,2,1,2,2,2,2,2,3,2,3,3,1,5,3,2,1,4,3,4,4,NA,3,3,99,1,2,4,3,2,3,2,2,1,1,1,1,1,1,2,6,4,1,1,4,2,1,99,1,2,2.69547951319814
"7317",201801186221,1,1,1,2,2,1,1,3,2,1,3,1,3,1,2,3,2,2,3,2,2,5,4,1,3,4,3,2,2,2,2,4,1,2,4,4,2,3,2,2,1,1,1,1,1,12,NA,6,1,NA,1,6,2,1,1,1,1,1.49072567760691
"7318",201801186237,2,1,2,3,3,2,2,3,2,1,3,99,3,2,2,2,2,3,2,2,5,2,3,2,2,3,2,2,2,2,1,99,1,2,4,3,2,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,7,1,1,2,1,1,0.43400983974198
"7319",201801186270,2,1,1,1,1,2,1,3,1,2,4,2,3,1,1,2,1,2,1,3,3,3,1,1,2,3,3,2,2,2,2,6,2,1,4,2,2,2,4,2,1,1,1,1,1,1,2,2,1,NA,1,5,2,1,3,1,1,0.63815630217852
"7320",201801186295,1,1,1,1,1,3,3,1,1,2,4,3,3,1,1,1,1,2,1,3,3,3,4,1,2,5,2,2,4,2,2,98,3,1,4,4,1,1,6,2,1,1,1,1,1,12,NA,6,3,2,2,9,1,1,3,1,2,0.580372363396433
"7321",201801186310,2,1,1,1,1,3,1,3,1,99,99,99,99,1,1,1,1,1,1,1,3,5,5,1,2,6,99,2,3,1,1,99,1,1,4,1,2,1,6,2,3,4,2,6,1,8,NA,5,3,2,2,99,99,NA,3,1,2,2.91496437442321
"7322",201801186331,1,1,1,2,2,1,1,3,2,1,3,1,3,2,2,2,2,3,2,2,3,3,1,1,3,1,2,2,2,1,2,98,3,1,4,4,1,1,6,2,1,1,1,1,1,3,1,2,1,NA,1,9,1,1,1,1,1,0.287185005972092
"7323",201801186387,2,1,1,2,2,3,2,1,1,3,5,3,3,1,1,1,1,1,1,4,3,99,2,1,2,4,4,3,5,3,2,3,2,1,4,4,2,2,4,2,1,1,1,1,2,5,NA,5,3,2,2,8,1,1,3,1,2,1.23628447023932
"7324",201801186392,2,1,1,2,1,4,4,2,2,4,5,3,4,1,2,1,1,2,1,4,3,3,1,1,2,2,2,1,5,1,1,7,2,1,4,2,2,1,5,2,1,1,1,1,1,10,NA,6,2,NA,2,9,1,1,5,1,1,0.363641650755487
"7325",201801186435,1,1,1,2,2,2,1,1,1,2,4,3,3,1,1,1,1,3,1,4,3,3,3,1,1,4,3,2,5,2,1,3,1,1,4,3,2,3,2,2,1,1,1,1,5,1,2,5,2,NA,2,4,2,1,3,1,1,0.532733112668914
"7326",201801186483,2,1,2,3,1,4,4,2,4,3,5,3,5,1,1,2,1,3,1,3,3,3,4,1,1,7,2,3,7,2,1,98,2,1,4,2,2,1,5,2,1,1,1,1,1,3,2,2,3,2,2,9,1,1,3,1,1,0.492181794242126
"7327",201801186501,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,1,1,2,4,3,2,4,1,3,5,3,1,2,2,2,4,3,1,4,4,2,3,2,2,1,1,1,1,1,2,2,2,1,NA,1,7,1,1,2,1,2,2.98053750879643
"7328",201801186509,1,1,1,2,2,4,4,2,2,2,5,3,3,1,1,2,1,2,1,3,3,3,1,1,1,7,1,1,5,1,1,9,3,1,4,2,1,1,5,2,1,1,1,1,1,5,NA,4,3,2,2,9,1,1,3,1,1,0.447054011904992
"7329",201801186626,2,1,2,3,1,4,3,2,1,1,1,99,3,2,2,3,1,1,2,3,5,3,5,1,2,5,4,4,7,3,1,99,1,1,4,1,2,1,5,2,1,1,1,1,2,10,NA,6,2,NA,2,4,2,1,4,1,1,0.317394658843471
"7330",201801186658,1,1,1,2,1,2,2,3,1,1,4,1,3,1,2,2,2,3,2,2,3,1,4,1,3,7,2,1,2,1,1,98,3,1,4,4,1,2,3,2,1,1,1,1,1,1,1,1,1,NA,1,6,2,1,2,1,1,0.439344915672874
"7331",201801186674,2,1,2,2,1,3,3,1,1,2,4,3,3,1,2,2,1,2,1,3,3,1,1,1,2,2,2,3,4,3,1,7,2,1,4,2,2,1,6,2,1,1,1,1,1,10,NA,6,2,NA,2,8,1,1,4,1,1,0.317394658843471
"7332",201801186698,2,1,2,2,2,4,4,2,3,3,5,3,5,2,2,2,1,2,1,2,3,3,1,1,2,7,2,3,5,3,1,3,3,1,4,2,1,1,6,2,3,4,2,6,4,8,NA,4,2,NA,2,7,1,NA,5,1,1,0.839299344941921
"7333",201801186813,1,1,1,2,2,3,3,3,3,4,3,4,3,2,2,2,1,2,2,1,3,5,1,1,1,1,2,4,2,3,1,98,2,1,4,2,1,1,6,2,3,4,2,6,1,12,NA,4,1,NA,1,9,1,NA,2,1,1,1.39455897649657
